name,age,educational level,number of not paid past credits,dependents,profession,monthly income,monthly expenditure,savings (debt),debt-to-income ratio before credit,credit: monthly amount,credit-to-income ratio,requested_loan_duration,debt-to-income ratio after credit,collateral,estimated seizable assets,y-categorical-default
name248,46,bachelor degree,3,0,HighSkilled,4188.0,5190.357994765982,-1002.3579947659819,0.23934049540735,103827.41558150716,0.4244628858642512,12,25.03098700484077,64633,65553.09858322011,1
name249,48,high school or lower,2,0,LowSkilled,1826.0,1529.8280671374664,296.1719328625336,0.0,20072.985411829413,0.7579291297665531,48,10.830675508744184,0,3110.254607678081,1
name250,41,bachelor degree,0,0,Unemployed_HighSkilled,3000.0,3663.8404958208257,-663.8404958208257,0.22128016527360858,61818.5838899547,0.5071032224346022,48,20.82747479525851,23055,30119.45687797285,0
name251,37,post graduate degree,0,1,HighSkilled,4759.0,4503.844614262828,255.15538573717185,0.0,154949.187498507,0.9867051750769109,12,32.505575144519824,58533,72855.36943227591,0
name252,41,bachelor degree,1,1,HighSkilled,5594.0,10640.551792664308,-5046.551792664308,0.9021365378377383,112849.92538621483,0.833799658779069,24,21.075523271161806,51252,56250.80224882055,1
name253,32,high school or lower,0,0,LowSkilled,810.0,1496.727589876954,-686.727589876954,0.8478118393542642,18266.672553472497,0.2530747546675385,36,23.39925943623389,22044,20712.671752132985,0
name254,44,bachelor degree,0,2,HighSkilled,6176.0,5191.072697443528,984.9273025564717,0.0,287467.0004890525,0.5153411911256032,12,46.38634604703628,18879,43521.58180641247,0
name255,32,post graduate degree,1,0,HighSkilled,3849.0,2371.048997436341,1477.9510025636591,0.0,88253.67112788836,0.6683833887722712,12,22.54500392967646,38067,46980.95880944887,1
name256,37,ausbildung,0,1,Unemployed_MediumSkilled,1150.0,1083.2376500511343,66.76234994886568,0.0,36228.55692364974,0.5946188257500892,24,31.445038759739887,11973,16767.318683553876,0
name257,51,ausbildung,0,0,MediumSkilled,2974.0,1864.418936070855,1109.581063929145,0.0,29229.585132492477,0.43553155498466645,36,9.455280453451019,47689,49930.44169357595,0
name258,36,ausbildung,1,0,Unemployed_MediumSkilled,1150.0,1206.7325859859914,-56.73258598599136,0.04933268346607945,18860.270894018377,0.3961839765568598,36,16.44956824348206,0,2539.656195718145,1
name259,30,bachelor degree,1,1,HighSkilled,1500.0,3308.084538638239,-1808.0845386382389,1.2053896924254925,47973.199678189914,0.5593963462566718,24,33.18752281121876,79456,82195.42508579126,1
name260,57,high school or lower,0,1,LowSkilled,1943.0,1647.0473556342731,295.9526443657269,0.0,22674.90810882831,0.2245380755172593,60,11.517733126331747,0,3803.996472966976,0
name261,39,bachelor degree,0,1,HighSkilled,5286.0,3724.6114703331677,1561.3885296668323,0.0,104510.89336560456,0.7352605748091243,48,19.475880597037026,73293,73750.15789466872,0
name262,52,high school or lower,0,0,LowSkilled,2394.0,1296.276874529567,1097.723125470433,0.0,6670.5327065599995,0.6897900166546862,36,2.327823550998148,13319,17151.04697572006,1
name263,42,bachelor degree,1,2,HighSkilled,6601.0,5583.336754033123,1017.6632459668772,0.0,261727.26143792825,0.844252262001122,24,39.49547010937151,17761,32917.876671194776,1
name264,58,high school or lower,1,2,LowSkilled,2258.0,2026.8884812238803,231.11151877611974,0.0,76676.48005864996,0.3289716754097322,12,33.855344791795325,0,3884.55025112739,0
name265,50,ausbildung,1,0,MediumSkilled,2709.0,1937.4807436873298,771.5192563126702,0.0,21974.589575200298,0.5295001317882476,24,7.82689934252035,42618,43060.49874001909,1
name266,47,ausbildung,3,1,MediumSkilled,3282.0,3036.3728735077475,245.6271264922525,0.0,120661.81953792696,0.42377711695899006,48,36.68988190476377,0,6452.36493226547,1
name267,43,bachelor degree,1,2,HighSkilled,6689.0,4464.924539040061,2224.075460959939,0.0,163220.5178690142,0.7053364136410194,60,24.068835761407424,71580,78995.94825858835,0
name268,57,post graduate degree,0,0,HighSkilled,8562.0,4040.757264776047,4521.242735223953,0.0,300769.00850274955,0.8302089437090421,36,34.60029966918075,0,29549.116176582276,1
name269,44,ausbildung,0,0,MediumSkilled,2507.0,2825.4721706570112,-318.47217065701125,0.12703317537176356,82652.90634911931,0.5626089370793437,12,33.0958829356906,29401,31997.44368997581,0
name270,43,bachelor degree,1,1,HighSkilled,5888.0,5012.384366034056,875.6156339659437,0.0,79022.29764530277,0.9081076903197163,48,13.272194635077584,32059,38575.19666672702,1
name271,54,post graduate degree,0,1,HighSkilled,9359.0,9239.8455339873,119.15446601270014,0.0,212783.73417507118,0.49608743215484763,12,22.723002426440697,60017,80542.67590554069,1
name272,30,bachelor degree,2,1,HighSkilled,3558.0,2952.1759202973703,605.8240797026297,0.0,100745.23831917957,0.2647677421102307,24,28.14486066314698,21456,28145.97863317016,0
name273,48,high school or lower,1,2,LowSkilled,1279.0,1890.0584095750494,-611.0584095750494,0.47776263453874074,13970.762327048687,0.651916603470736,24,11.400954446148347,17127,19236.946819661855,1
name274,30,bachelor degree,0,0,HighSkilled,2686.0,2667.85305070909,18.146949290910015,0.0,59314.54331139566,0.32102604118967665,24,22.07609693302485,39223,50600.437081336066,0
name275,48,bachelor degree,1,1,HighSkilled,5674.0,8074.99098348233,-2400.99098348233,0.4231566766800018,45657.96233717084,0.458203541151496,12,8.470030546466894,38277,48160.744537764345,1
name276,31,high school or lower,1,1,LowSkilled,941.0,891.6075386447192,49.39246135528083,0.0,28837.918992268384,0.6386277869289163,36,30.593545728919345,0,1388.2880112913738,1
name277,40,ausbildung,0,0,MediumSkilled,1777.0,1308.8504284861717,468.1495715138283,0.0,47390.984637309695,0.6906258434004401,60,26.405647195158057,0,3487.3866112744486,0
name278,49,high school or lower,0,0,LowSkilled,1805.0,1428.186121283979,376.813878716021,0.0,89391.32794882276,0.8059032715372674,60,49.31552026044694,15722,19300.686627485935,0
name279,35,post graduate degree,0,1,HighSkilled,2396.0,2874.1039869739025,-478.10398697390247,0.19954256551498434,33064.343601782246,0.48920006975185465,12,13.999352082118593,50682,56122.541408629164,0
name280,38,bachelor degree,2,1,HighSkilled,4139.0,3854.5181605980188,284.48183940198123,0.0,193811.8719654151,0.5060310649247084,24,46.757040378355434,22840,35534.072470954,1
name281,33,high school or lower,1,0,LowSkilled,1010.0,1584.1931772464447,-574.1931772464447,0.5685080962836087,29874.172859156894,0.9063089563839257,60,30.14689706574588,6711,7639.774173472735,1
name282,60,high school or lower,0,0,LowSkilled,2637.0,2645.0836982113024,-8.083698211302362,0.0030654904100501945,44644.92113373296,0.9091414065989412,48,16.933259321935633,0,3819.2147015692663,1
name283,38,ausbildung,0,3,MediumSkilled,2358.0,2010.7842133169263,347.2157866830737,0.0,40749.848545357396,0.3481409744414279,12,17.134280219963664,0,5502.217049394443,0
name284,40,high school or lower,1,0,LowSkilled,1384.0,1857.8661143619215,-473.8661143619215,0.3423888109551456,9034.731383288947,0.9069936087288576,24,6.8703739144876215,20131,20717.73722132194,1
name285,59,bachelor degree,0,0,HighSkilled,11475.0,12476.542337877912,-1001.5423378779124,0.08728037802857624,202670.49934444722,0.6024044312513432,36,17.74919753222877,33021,55102.37514695248,0
name286,30,ausbildung,0,1,MediumSkilled,1619.0,1922.9958989188028,-303.9958989188028,0.18776769544089117,32538.561248830905,0.5227298655082495,36,20.285705464947316,40654,48306.230656390224,0
name287,37,high school or lower,2,0,LowSkilled,1208.0,1085.219780325663,122.7802196743371,0.0,15510.136564094737,0.36302884061810636,24,12.737877768559933,16322,22069.853411128763,1
name288,53,bachelor degree,0,0,Unemployed_HighSkilled,4000.0,4016.8248508700676,-16.82485087006762,0.004206212717516905,54148.12932929313,0.49531391336368485,12,13.5412385450408,38045,37678.33250869492,1
name289,32,ausbildung,1,0,MediumSkilled,2067.0,1774.2233691103083,292.77663088969166,0.0,34164.048255057576,0.804932105007962,48,16.38668196621572,22252,24657.295231384265,1
name290,41,ausbildung,1,0,MediumSkilled,1475.0,2895.7478595811203,-1420.7478595811203,0.963218887851607,18019.24969532372,0.2706707477614281,48,13.179659359257519,41819,42093.91733079669,1
name291,48,high school or lower,2,0,LowSkilled,2089.0,1334.6152009359805,754.3847990640195,0.0,33533.139004295066,0.8699337877530398,48,15.691122166218786,0,3501.7624840081958,0
name292,38,high school or lower,0,1,LowSkilled,1022.0,973.8147370882269,48.185262911773066,0.0,26874.804065123542,0.3955126789047272,48,26.249137771244392,8414,11766.5056880365,0
name293,46,high school or lower,0,0,LowSkilled,1552.0,1479.9427229006305,72.05727709936946,0.0,72568.77484842899,0.8385150515534997,48,46.7118025588464,7833,10156.148675936278,0
name294,40,ausbildung,1,1,MediumSkilled,2915.0,2831.4832831085023,83.51671689149771,0.0,26908.438427220717,0.7276140229783034,36,9.2023745146927,14493,20969.96465572659,0
name295,41,bachelor degree,0,0,HighSkilled,5921.0,3717.051626739439,2203.948373260561,0.0,43160.646847286,0.4598022801235823,24,6.917192783993488,25129,39781.82951393041,1
name296,41,high school or lower,0,2,LowSkilled,1245.0,1373.5769723426465,-128.5769723426465,0.10327467658043897,9836.64298371692,0.6753949180064454,48,8.004192735790816,7430,9263.001894649959,0
name297,41,bachelor degree,0,0,HighSkilled,5853.0,4348.79238205654,1504.2076179434598,0.0,32953.00673955298,0.7577207760649542,12,5.373107657886472,46879,56880.645656453795,0
name298,43,ausbildung,0,0,MediumSkilled,2825.0,1802.4751410101771,1022.5248589898229,0.0,83343.74050398832,0.8487819310890599,24,29.14025332566318,47647,47898.907360009725,0
name299,54,bachelor degree,0,1,HighSkilled,5101.0,8389.383791466471,-3288.383791466471,0.6446547326928976,27672.053294174184,0.558441712943397,48,6.06948384348964,31617,36627.942392324956,1
name300,51,high school or lower,0,0,LowSkilled,1238.0,1629.8872100506478,-391.8872100506478,0.3165486349359029,25978.364185375307,0.6052577975742738,36,21.300687718437768,0,1665.780886939839,0
name301,50,bachelor degree,1,1,HighSkilled,7547.0,6034.300452540156,1512.6995474598443,0.0,61900.56697171388,0.7310492029978096,48,8.001572469094214,59531,69052.41700009503,0
name302,49,high school or lower,0,1,LowSkilled,1864.0,1107.2719444047536,756.7280555952464,0.0,101431.15423241281,0.5587615702474108,36,54.009885287992255,17670,18929.026125562905,0
name303,54,ausbildung,0,0,MediumSkilled,3465.0,3060.3302409038943,404.66975909610574,0.0,91645.38513122758,0.8435374390915155,12,26.33209678849393,31829,42300.68870007268,0
name304,35,bachelor degree,1,0,HighSkilled,4052.0,1877.941807421748,2174.0581925782517,0.0,87339.25008881111,0.43643641857767496,12,21.01806315306833,16858,29052.603104446374,1
name305,46,bachelor degree,1,0,HighSkilled,7728.0,6528.03071677533,1199.96928322467,0.0,80723.50272279377,0.22159829616598783,36,10.290312298080888,24433,44788.865429997626,1
name306,59,high school or lower,1,0,Unemployed_LowSkilled,1100.0,1243.1084240435503,-143.10842404355026,0.13009856731231842,14353.005304177044,0.6450572111976736,36,13.178285207473268,6622,9423.275914934842,0
name307,55,high school or lower,0,0,LowSkilled,2391.0,1475.552372159209,915.447627840791,0.0,84515.99009493005,0.47514386449488055,24,34.964676899660915,20358,26108.41567178353,0
name308,59,ausbildung,0,0,MediumSkilled,5374.0,2884.709134665316,2489.290865334684,0.0,108918.31690240753,0.982639565684916,36,19.804433575934656,0,12078.71128996332,0
name309,44,high school or lower,0,1,LowSkilled,1716.0,1990.406931672287,-274.4069316722871,0.15991079934282465,19916.79464228445,0.5567322417813807,24,11.766434483657772,5095,8492.564818300525,1
name310,43,post graduate degree,1,2,HighSkilled,5777.0,7796.300331042216,-2019.3003310422164,0.3495413417071519,243250.692508489,0.26327733728663305,24,42.45629095370109,28760,41741.941061357495,1
name311,52,high school or lower,0,0,LowSkilled,1820.0,1059.8981088687858,760.1018911312142,0.0,32051.653164627707,0.568454680097264,24,17.19316004038269,0,3982.4557738309272,0
name312,40,high school or lower,1,1,LowSkilled,1266.0,1592.9853483678803,-326.9853483678803,0.2582822656934284,36751.77801561311,0.33236159282129546,36,29.288122720364132,0,1803.645567194314,0
name313,30,ausbildung,2,0,MediumSkilled,1895.0,1697.3582359896454,197.64176401035456,0.0,33692.21117070717,0.5304672806535498,24,17.67523451540729,14208,21125.82500920017,1
name314,45,bachelor degree,1,1,Unemployed_HighSkilled,3000.0,2491.7973914380823,508.2026085619177,0.0,27527.46356186449,0.32514938235257146,36,9.006420317767525,0,8637.973198317382,0
name315,32,post graduate degree,1,1,HighSkilled,2056.0,2966.7283766385267,-910.7283766385267,0.44296127268410834,24158.71856157619,0.2280302226711542,24,12.193310767614161,0,4590.621619973739,0
name316,43,bachelor degree,2,1,HighSkilled,6100.0,9165.883651132768,-3065.883651132768,0.50260387723488,118366.20473632806,0.5150118662390843,60,19.906899735649315,0,10363.587933092225,1
name317,41,post graduate degree,0,0,HighSkilled,7876.0,7078.372561978704,797.6274380212963,0.0,88551.93490629725,0.41807084081738116,24,11.141989267175717,0,20560.19583607049,0
name318,53,high school or lower,1,2,LowSkilled,1898.0,2255.7360088645883,-357.73600886458826,0.18848051046606337,15252.878232920599,0.9071266772122393,24,8.224770411899467,0,2638.660052405341,1
name319,38,bachelor degree,0,0,HighSkilled,4611.0,2963.9837970822773,1647.0162029177227,0.0,65983.87892060055,0.3771746104961324,12,13.952908852240908,36231,51298.53397369176,1
name320,48,high school or lower,1,1,LowSkilled,2158.0,1530.9853570829464,627.0146429170536,0.0,23828.61857272236,0.2624874590740258,12,10.751438336332395,7551,12004.840319026544,0
name321,35,ausbildung,0,0,MediumSkilled,1749.0,2405.9739093523535,-656.9739093523535,0.37562830723405005,37726.57172988269,0.4849207852000622,24,21.94599521968842,0,2740.7886009627696,0
name322,60,bachelor degree,0,3,HighSkilled,8681.0,6932.087946707968,1748.9120532920324,0.0,388961.03272094525,0.5330266763988389,24,44.604552547823204,43547,61017.025182404344,0
name323,44,bachelor degree,1,0,HighSkilled,7733.0,7336.041993223348,396.9580067766519,0.0,127055.48914515607,0.6068216109801537,12,16.378964326701077,69191,82815.85959969719,1
name324,38,ausbildung,0,0,Unemployed_MediumSkilled,1150.0,854.0941937653345,295.90580623466553,0.0,7424.742739085912,0.35036744177856216,36,6.198988637261953,38028,41351.19295813601,1
name325,56,post graduate degree,0,2,HighSkilled,15370.0,13979.751290479237,1390.2487095207634,0.0,184812.66814605286,0.9027498756265634,60,11.93379436802421,39309,66361.01443422283,1
name326,39,ausbildung,0,1,MediumSkilled,1421.0,2782.950349261475,-1361.950349261475,0.9584450029989268,8679.839612506803,0.2936068166627531,24,7.066706517782039,20828,19796.850863986092,0
name327,46,high school or lower,2,0,LowSkilled,1257.0,1827.9509484116325,-570.9509484116325,0.45421714273001784,39238.58460022357,0.25845205062889615,48,31.670274899471128,17259,17363.569502175844,1
name328,49,bachelor degree,0,0,HighSkilled,7716.0,5420.643429506328,2295.356570493672,0.0,289395.29438531055,0.9345132480110516,24,37.20839007449675,32149,64758.75675806794,1
name329,58,high school or lower,1,0,LowSkilled,2843.0,1909.052863235689,933.9471367643109,0.0,36532.63291222436,0.8976600415046713,12,12.521521553098857,18242,24559.233793623935,1
name330,55,bachelor degree,3,0,HighSkilled,7686.0,12750.187900809226,-5064.1879008092255,0.6588847125695063,67180.91549552727,0.23387802038481356,24,9.399571089817394,34557,42669.07112551884,1
name331,34,ausbildung,0,0,MediumSkilled,1035.0,1706.4569205681642,-671.4569205681642,0.648750647891946,6520.161433274596,0.6650398713798864,48,6.948423530282859,0,1335.5039782085955,1
name332,34,high school or lower,0,0,LowSkilled,1141.0,1093.7067735956384,47.293226404361576,0.0,20837.592173912173,0.4679143455721706,60,18.2211209005327,10477,12454.296995331253,1
name333,44,high school or lower,1,0,LowSkilled,1721.0,1326.3451244140324,394.6548755859676,0.0,15623.67567110309,0.8972508968347436,36,8.848937126971018,0,3315.8318537865093,0
name334,33,high school or lower,1,0,LowSkilled,924.0,1220.784435339931,-296.78443533993095,0.32119527634191664,14025.872800003192,0.2003164600791166,60,15.500711293661388,11261,13007.780793461412,1
name335,32,high school or lower,2,0,LowSkilled,1156.0,927.564011165688,228.43598883431196,0.0,57437.50470583886,0.7907466761360136,48,49.488813769035076,23638,23455.137553577195,0
name336,42,bachelor degree,1,1,HighSkilled,4938.0,4525.988516688098,412.01148331190234,0.0,84654.6184259572,0.9131502414388359,12,17.060066209527196,27387,45926.87812139481,0
name337,54,ausbildung,0,0,MediumSkilled,4234.0,2226.169025271216,2007.830974728784,0.0,95844.1611647233,0.6360614589326927,48,22.162572080773383,15557,24855.049700771582,0
name338,51,post graduate degree,0,1,HighSkilled,10217.0,7988.249326142591,2228.7506738574093,0.0,93080.85606859485,0.7164220672724209,12,8.892248741777179,54428,92455.15079146597,0
name339,50,bachelor degree,0,0,HighSkilled,9025.0,5032.434502905604,3992.565497094396,0.0,214847.01125790618,0.3480134616189779,48,23.363373491502692,74027,111707.96399120841,0
name340,32,post graduate degree,0,1,HighSkilled,2905.0,2543.7805019992575,361.21949800074253,0.0,55055.62886559386,0.6242804389795962,48,18.82767964461037,55838,68771.03398720446,0
name341,42,post graduate degree,0,1,Unemployed_HighSkilled,3000.0,2816.7108495696607,183.2891504303393,0.0,73225.26039613111,0.5227903938076115,60,24.34732374856692,69635,77759.57315563383,0
name342,33,bachelor degree,0,0,HighSkilled,2859.0,3073.4268363309975,-214.4268363309975,0.0750006422983552,43734.48143153428,0.525399512334777,24,15.372126011845149,58023,60483.300710090676,0
name343,54,high school or lower,0,0,LowSkilled,1891.0,1797.5826370743296,93.41736292567043,0.0,63769.41071171327,0.3631348825322122,48,33.673185271701534,16239,19291.932929676015,0
name344,39,bachelor degree,0,2,HighSkilled,3773.0,5100.566929881863,-1327.566929881863,0.35185977468376967,106612.71387610077,0.8490044789460515,24,28.60860874794133,0,7289.3459531474045,0
name345,37,ausbildung,1,1,MediumSkilled,2880.0,3523.804317647415,-643.8043176474148,0.2235431658497968,30570.96250492919,0.25446199672584147,24,10.838460702283543,0,4865.859949348224,0
name346,47,ausbildung,2,0,MediumSkilled,4166.0,2678.287304362079,1487.7126956379211,0.0,37778.723861603474,0.43231528917831546,24,8.711236477668159,0,9268.839726575776,1
name347,31,bachelor degree,0,1,HighSkilled,2651.0,2164.4896294207533,486.5103705792467,0.0,87962.79473428424,0.8170775315169663,60,32.99746675356658,38713,41582.96053467833,1
name348,41,post graduate degree,0,0,Unemployed_HighSkilled,3000.0,3769.7521832049624,-769.7521832049624,0.2565840610683208,33238.142671181275,0.41379215542515324,24,11.335964951462078,0,5903.529902533005,0
name349,47,high school or lower,0,0,LowSkilled,1744.0,1218.2737651860095,525.7262348139905,0.0,35257.58295528918,0.29643659507254105,24,19.915055458988068,11079,12249.21443574542,0
name350,35,ausbildung,1,0,MediumSkilled,1391.0,1326.985904012838,64.01409598716191,0.0,43757.564167712364,0.43840833149418124,24,31.411610403828323,33646,40968.91153617504,1
name351,48,high school or lower,0,1,Unemployed_LowSkilled,900.0,1194.7645874594439,-294.7645874594439,0.327516208288271,18919.71123224621,0.5697902408444022,12,21.349417577450726,0,1272.4038801435465,0
name352,57,bachelor degree,1,0,HighSkilled,11265.0,10700.376152486053,564.6238475139471,0.0,243446.55017534696,0.28523215688588216,36,21.56075688662521,25563,55487.678860401196,1
name353,43,ausbildung,0,0,MediumSkilled,2341.0,3103.0749202353322,-762.0749202353322,0.3255339257733158,51243.37277208059,0.3377635005464852,24,22.215056681894882,11270,17257.240052999216,1
name354,39,ausbildung,0,0,MediumSkilled,2215.0,2581.7137416850946,-366.71374168509465,0.16555925132509916,57616.636090595064,0.3433749464477363,12,26.17758457439285,48758,58239.40328049375,0
name355,30,ausbildung,1,0,MediumSkilled,1810.0,1024.1840359877126,785.8159640122874,0.0,20836.775689285758,0.4678303877563366,12,11.077878301256062,0,3912.7526782596033,1
name356,48,high school or lower,1,0,LowSkilled,2013.0,1030.0017203250477,982.9982796749523,0.0,58591.31227689508,0.8608518432509731,12,28.618139094495838,16742,19057.683616992876,1
name357,51,bachelor degree,0,1,HighSkilled,5773.0,8216.741630354234,-2443.741630354234,0.42330532311696417,63354.22945955606,0.7536239944907072,12,11.39753526587741,38207,54556.034392405454,1
name358,43,ausbildung,0,0,MediumSkilled,1618.0,2527.7618401119576,-909.7618401119576,0.5622755501309997,49620.05572986315,0.30741468487697116,24,31.22980072309957,18569,21918.655717752135,0
name359,59,ausbildung,1,3,MediumSkilled,3666.0,3925.025268243186,-259.025268243186,0.0706561015393306,107144.23042073977,0.8073320988961157,24,29.297123755860053,0,8794.31693896887,1
name360,49,ausbildung,1,0,MediumSkilled,3543.0,1957.5762715613691,1585.4237284386309,0.0,17490.839620032966,0.2692913445737681,12,4.489250886704582,0,8809.182449021846,0
name361,44,bachelor degree,2,0,HighSkilled,5591.0,6567.597401885244,-976.5974018852439,0.174673117847477,94805.42376280144,0.21816785991508073,24,17.131465062544567,74184,77735.95479788278,1
name362,53,high school or lower,1,1,LowSkilled,2188.0,1504.5505491745673,683.4494508254327,0.0,8628.174570894833,0.8646356900551114,48,3.6310443876002743,0,4097.370699682787,0
name363,31,ausbildung,0,1,MediumSkilled,1896.0,2108.080436546194,-212.08043654619405,0.11185677033027112,43191.4177804902,0.33556896632957633,24,22.892140409829324,0,3958.4069092170876,0
name364,52,high school or lower,2,1,LowSkilled,2044.0,1959.2602889687387,84.73971103126132,0.0,15859.271379492402,0.8391753197007996,24,7.71748124680095,16334,18942.364658709615,0
name365,51,bachelor degree,1,4,HighSkilled,10705.0,4814.913482532812,5890.086517467188,0.0,185344.77826953548,0.6697733830916914,12,16.76363304549914,20331,46441.10971801605,0
name366,34,high school or lower,3,0,LowSkilled,1259.0,722.6424866323332,536.3575133676668,0.0,11424.27155119008,0.8737995367057623,48,8.648065161098026,16407,17339.921427217905,1
name367,51,bachelor degree,0,1,HighSkilled,8193.0,6403.999798864213,1789.0002011357874,0.0,270372.4955953206,0.4803551504756271,36,32.782069497642475,21935,38817.312764919814,0
name368,35,ausbildung,1,1,Unemployed_MediumSkilled,900.0,959.0836801529591,-59.08368015295912,0.0656485335032879,12596.825744572028,0.900094113278566,36,14.062121583027762,13863,13956.689911150173,1
name369,42,high school or lower,0,1,LowSkilled,1459.0,679.8261899535526,779.1738100464474,0.0,9961.660124015734,0.21214640591674705,12,6.293684930753452,0,3044.584303906358,0
name370,35,ausbildung,1,0,MediumSkilled,1565.0,1570.920092074581,-5.920092074580907,0.0037828064374318894,41112.05633553013,0.37624099089139307,48,26.2734673658816,13445,14872.773731079313,0
name371,53,ausbildung,0,1,MediumSkilled,4372.0,2803.5933954413263,1568.4066045586737,0.0,28764.16298270578,0.6762231174843936,36,6.220438329859814,32284,41269.54043106362,0
name372,37,high school or lower,1,0,LowSkilled,927.0,952.801706898312,-25.801706898311977,0.02783355652460839,4481.327245306254,0.4547355932181645,24,4.862059279616576,0,1278.3120064338964,0
name373,41,high school or lower,1,0,LowSkilled,1520.0,2091.0738035322793,-571.0738035322793,0.375706449692289,35201.34342274566,0.7324770458943989,24,23.53448501728812,6975,9526.708677668577,1
name374,59,ausbildung,3,0,MediumSkilled,2000.0,2773.285894520854,-773.2858945208541,0.38664294726042703,36471.25839555832,0.22627333410365325,48,18.622272145039588,24823,32787.97780785051,1
name375,41,ausbildung,0,2,MediumSkilled,2754.0,2815.596870629186,-61.596870629186014,0.022366329204497465,11848.183806279641,0.9315980242270439,24,4.324539098369218,0,5912.005320903382,1
name376,48,bachelor degree,1,0,HighSkilled,6054.0,6132.093220105943,-78.09322010594315,0.012899441708943367,63423.35004404191,0.6954821659602782,60,10.489171335339915,40399,50751.17984460185,0
name377,46,bachelor degree,2,1,HighSkilled,6132.0,4847.069392795228,1284.930607204772,0.0,81340.46009450182,0.23816929547636115,24,13.05537010556051,0,19690.024261918265,1
name378,31,bachelor degree,1,0,HighSkilled,2889.0,3148.817866515166,-259.81786651516586,0.08993349481314153,131221.27899430064,0.72202442856303,12,45.51093695424569,40109,52687.58118744045,0
name379,35,high school or lower,2,0,LowSkilled,979.0,669.8453377642886,309.1546622357114,0.0,24609.898926535403,0.9775852032201096,24,24.8220063986718,0,2023.4407477350442,1
name380,58,bachelor degree,0,0,HighSkilled,8135.0,5723.0114551818315,2411.9885448181685,0.0,41550.40272953912,0.5755344589525531,36,4.8111142206172035,79007,77370.16599847304,0
name381,51,ausbildung,1,1,MediumSkilled,3156.0,4404.5862546431235,-1248.5862546431235,0.3956230211163256,24104.806161569548,0.4780026501708737,48,8.033394301715042,44043,50811.94500411224,1
name382,52,high school or lower,1,1,LowSkilled,2012.0,2940.370633089133,-928.3706330891332,0.4614168156506626,50967.82203993129,0.5921850135298988,12,25.793336318598623,13037,17564.5731979257,1
name383,41,bachelor degree,2,1,HighSkilled,6124.0,6936.943930637255,-812.9439306372551,0.1327472127101984,65705.964946847,0.9500871070931282,24,10.86200340912545,60609,71188.72084023841,1
name384,39,ausbildung,1,0,MediumSkilled,2436.0,1851.855313715736,584.144686284264,0.0,55059.09904451365,0.2925743642746739,48,22.3624607381894,30049,35106.20890229828,1
name385,53,bachelor degree,0,0,HighSkilled,7024.0,5938.082421523985,1085.9175784760146,0.0,65443.589777998524,0.23128173326490875,48,9.162538752779401,73807,84637.94077380246,0
name386,30,post graduate degree,1,0,HighSkilled,3420.0,2979.1542691308546,440.8457308691454,0.0,18237.58363444254,0.20658088469254154,48,5.203724533208595,71774,75811.31063079492,1
name387,31,bachelor degree,1,1,Unemployed_HighSkilled,1500.0,1612.0714969643575,-112.0714969643575,0.07471433130957167,87432.02475601606,0.9064018579729971,24,58.362730835320285,46489,47304.02419975434,0
name388,36,ausbildung,0,1,MediumSkilled,2807.0,1564.7839295498377,1242.2160704501623,0.0,62317.717285692364,0.9557810168627912,36,21.75828329720064,28472,32371.465841422367,0
name389,60,ausbildung,0,0,MediumSkilled,5120.0,1863.6993405626858,3256.300659437314,0.0,42198.69938967436,0.8718596543511155,60,7.605937251999423,28140,39659.15462007491,0
name390,54,bachelor degree,0,0,HighSkilled,11195.0,8142.444229154199,3052.555770845801,0.0,34853.08311084719,0.7130918461788438,60,2.8406009236267433,61365,82904.61723601978,0
name391,45,bachelor degree,1,0,HighSkilled,5795.0,5956.7662363701975,-161.76623637019748,0.027914794887005604,34085.674028014306,0.8917466209893644,24,5.9098257574434,24189,36732.661427922954,0
name392,39,post graduate degree,1,0,HighSkilled,4658.0,3756.6534147381226,901.3465852618774,0.0,97354.32901002145,0.8361574080311808,48,20.70695200188054,68070,90804.64261569134,1
name393,53,bachelor degree,1,0,HighSkilled,7629.0,5332.490445874441,2296.5095541255587,0.0,18578.42120323971,0.5652448006340427,60,2.1342130880999024,27537,49716.00061064248,1
name394,48,high school or lower,0,1,LowSkilled,1634.0,1556.8620874442895,77.1379125557105,0.0,32917.98963554867,0.26682722121664426,12,20.098440466947952,19945,24145.990629460062,0
name395,45,ausbildung,0,1,MediumSkilled,1948.0,1508.3219672499813,439.6780327500187,0.0,16312.934467249897,0.7603598415871686,36,8.148488929414722,24580,24827.93913856668,0
name396,42,high school or lower,0,0,LowSkilled,1493.0,1576.3355021506052,-83.33550215060518,0.05581748302116891,44864.9918190544,0.5432381208478133,12,30.1060464308138,17340,19247.057210655974,0
name397,57,high school or lower,1,0,LowSkilled,2110.0,1714.7752058664646,395.2247941335354,0.0,49178.46287217285,0.6292062290367098,24,23.12001804646413,15875,20688.373867896364,1
name398,31,bachelor degree,0,0,HighSkilled,2313.0,2528.9552962520256,-215.95529625202562,0.09336588683615461,106200.04775052323,0.23608358445806085,48,46.00778341840694,61850,49751.478913016465,0
name399,31,bachelor degree,1,1,HighSkilled,2821.0,2373.548756645766,447.45124335423407,0.0,24660.907288400856,0.7694972635638881,48,8.58328821164361,79928,94202.73256414535,0
